,dayOfWeek_sin,dayOfWeek_cos,dayInYear_sin,dayInYear_cos,timeOfDay_sin,timeOfDay_cos,monthInYear_sin,monthInYear_cos,close,low,high,open,volume,ADA,EOS,SOL,TRX
5,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.979084087682323,0.2034560130526333,-2.4492935982947064e-16,1.0,-0.12689895002267812,-0.07619553029761304,-0.13326044251091357,-0.07987962686371947,-0.3072369306221181,1,0,0,0
6,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.8878852184023751,0.46006503773115237,-2.4492935982947064e-16,1.0,-0.01651053048905246,0.02495523196683565,-0.018552299377033125,0.032093881931226496,-0.27827739380179606,0,0,1,0
6,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.8878852184023751,0.46006503773115237,-2.4492935982947064e-16,1.0,-0.36380038937464115,-0.2740047749338658,-0.41816886462052943,-0.35945042129461263,-0.4547210760211561,0,0,0,1
6,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.8878852184023751,0.46006503773115237,-2.4492935982947064e-16,1.0,-0.13951096340054742,-0.06731121914606518,-0.1460130630482336,-0.07935272429591135,-0.29671749038796263,1,0,0,0
6,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.8878852184023751,0.46006503773115237,-2.4492935982947064e-16,1.0,-0.13339101510491616,-0.05581876366884237,-0.16080521575966444,-0.09040161820090975,-0.37980700068419,0,1,0,0
7,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.15596540581648607,-0.08779151648851939,-0.16274388733573672,-0.09504852878134999,-0.0827649385295593,1,0,0,0
7,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.3727999854709406,-0.28383997524454807,-0.41994067704358146,-0.36066795237046567,-0.4252003232721347,0,0,0,1
7,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.15265861356839586,-0.07810752714364869,-0.17437819408180505,-0.10600799168910827,-0.26033293278530323,0,1,0,0
7,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.057227190143371943,-0.009442290928428798,-0.022556236814349727,0.014011090977571982,-0.24333896209646128,0,0,1,0
8,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.23977648831517306,-0.24567294670247403,-0.29412211138069,-0.3903029497885567,-0.41018997169901183,0,0,0,1
8,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.02231967701538368,-0.12131318021890854,-0.09123946839131315,-0.24168365841264833,-0.15797361199720406,0,1,0,0
8,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.0030804466454568322,-0.10491668793806504,-0.04608066168882865,-0.18609636353102568,-0.26724430285427986,0,0,1,0
8,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.06480627880033528,-0.11813000713719801,-0.10494633629116669,-0.23170427690852982,-0.15011510432615396,1,0,0,0
9,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,-0.22806249249495691,-0.2511011242560264,-0.3022490051421529,-0.3137107810514432,-0.29354322510299735,0,0,0,1
9,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,0.004620187636236816,-0.13375616291279957,-0.06115314734626923,-0.0037863558217177823,-0.06454351253899804,0,0,1,0
9,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,-0.0742444951825064,-0.14031826950678755,-0.12342757285124713,-0.1414050763485035,-0.10313512773558522,1,0,0,0
9,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,-0.0403105129951401,-0.12241482207090927,-0.0888757442986332,-0.12923961755145755,-0.07123155597121598,0,1,0,0
10,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.05191929440589241,-0.09409285063142099,-0.07136667245058924,0.030572908951391062,-0.3091733938445761,0,0,1,0
10,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.25641776322574633,-0.2071917033036664,-0.3001238231466667,-0.2593130274141235,-0.44253203686820214,0,0,0,1
10,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.07480402703760476,-0.07152813922617324,-0.10675497300572169,-0.0880396344726698,-0.2837371660483871,0,1,0,0
10,-0.8660254037844385,-0.5000000000000004,-0.23867276600594997,0.9711000518829505,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.11516060578261399,-0.10565855479314422,-0.14731227760204132,-0.10728944112966961,-0.31035295890678793,1,0,0,0
11,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.0,1.0,-2.4492935982947064e-16,1.0,-0.2372366752841136,-0.22344400846149506,-0.3034378236065686,-0.2803812463598058,-0.2661158492294839,0,0,0,1
11,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.0,1.0,-2.4492935982947064e-16,1.0,-0.06259305154755074,-0.0853450140283042,-0.11329127899897777,-0.10350440029721389,-0.05795124225750489,0,1,0,0
11,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.0,1.0,-2.4492935982947064e-16,1.0,-0.05700116225799572,-0.11796934857294004,-0.09233819855490924,-0.10566261298602017,-0.18579894566079722,0,0,1,0
11,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.0,1.0,-2.4492935982947064e-16,1.0,-0.09206606862808948,-0.1280085786649053,-0.14154319648238076,-0.12990346444652537,-0.004150170525549557,1,0,0,0
12,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,-0.24900560357544393,-0.1625150096442875,-0.14081890257761745,-0.04039301622165415,0.0401209776066708,1,0,0,0
12,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,-0.3148084719314963,-0.20063853421347133,-0.2011941245565951,-0.1047272301095705,-0.12812219976885703,0,0,1,0
12,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,-0.1942962065049667,-0.10432588760123422,-0.13150202911453115,-0.04312776615777343,-0.11557841730132119,0,1,0,0
12,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,-0.3149026889256761,-0.20336218012859447,-0.2768322622211246,-0.19085198564070036,-0.3385097046069774,0,0,0,1
13,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.2786405789478959,-0.20366638784238825,-0.27424791607127064,-0.2554486444733428,-0.3461670384914593,0,0,0,1
13,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.28947929232468617,-0.19800881000575876,-0.23250258630147141,-0.320067771909906,-0.2324721100515115,0,0,1,0
13,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.17045460683079933,-0.10095221637710149,-0.136531202560734,-0.12159036932964341,-0.2222540076545389,0,1,0,0
13,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.22216030513131738,-0.14906872770131252,-0.17579672350118347,-0.14576931919934308,-0.1914107513716241,1,0,0,0
14,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.20074031618042687,-0.17460820364936416,-0.1917526610035504,-0.2773011507044022,-0.27165447808402127,0,0,1,0
14,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.06769341249407967,-0.06835947859591417,-0.06720876778044164,-0.14305048193532224,0.057463285966747144,0,1,0,0
14,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.17449865229230296,-0.16371333922250947,-0.19198899120801674,-0.2567321817172901,-0.23733513113174967,0,0,0,1
14,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,-0.14067533621792938,-0.1185179764765458,-0.13725524415919987,-0.18141490386412004,-0.16424580591954677,1,0,0,0
15,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,-0.19302589652718646,-0.1495558216892903,-0.19606319866948155,-0.11573598953072244,-0.3219617049927259,0,0,1,0
15,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,-0.15902726269707296,-0.12919061796985015,-0.1904532127391018,-0.21073698818425765,-0.12521756990387684,0,0,0,1
15,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,-0.03973679487541663,-0.03828182717081046,-0.04391224880102736,-0.09628329209291264,-0.0423041288011997,0,1,0,0
15,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,-0.1277130901555598,-0.09282812556731083,-0.13521039176910957,-0.1405668151856653,-0.2716014241450507,1,0,0,0
16,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,-0.014342414005190372,-0.008803922419855384,-0.047586558681136246,-0.08535850293675251,-0.20134134729407413,0,0,1,0
16,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,0.21387726864195913,0.19744059322946014,0.14278599596593988,0.14142983911525073,0.020295099435212842,0,1,0,0
16,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,0.01621549849913661,0.07135002648459002,-0.04043546199354086,-0.010177369658696171,-0.321966395999548,0,0,0,1
16,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,0.05538144858714414,0.05932308800812917,0.035970044338327345,-0.013478435677859741,-0.08351689219300718,1,0,0,0
17,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,0.020349024432908293,0.0765686018223077,0.01811111444413103,0.02997155894515984,-0.31216451424681213,1,0,0,0
17,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,-0.033397608696402376,0.05066473489158787,-0.061838959071435065,0.00992333448621922,0.18463940651267935,0,0,0,1
17,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,0.1646495818012756,0.20395653534467628,0.139096286572841,0.18408008958981634,-0.14850030877304027,0,1,0,0
17,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,-0.027942558747670935,0.022743406420095008,-0.05175342454844635,-0.00927075313915203,-0.30062791873285144,0,0,1,0
18,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,0.026613516847191356,0.08704645845736021,-0.011250474593777012,0.010333764265935427,-0.2257943436111957,1,0,0,0
18,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,0.13225935913054299,0.2062169732745329,0.09653591499813595,0.15028007388213374,-0.40435258830174486,0,1,0,0
18,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,-0.008764977785096766,0.03934143024025032,-0.0626837800387106,-0.045262140981493684,-0.3034302792746104,0,0,1,0
18,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,-0.038692141484617026,0.041179915855591796,-0.09810515168214239,-0.0384474287161902,-0.30945636411242466,0,0,0,1
19,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,0.03141773466234492,0.09393220863572174,0.0025709918961940924,0.01804661923861384,-0.1836896286305687,1,0,0,0
19,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,-0.028656357170214003,0.050725060880515524,-0.08108149354115556,-0.02848808497916413,0.015794818524867166,0,0,0,1
19,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,0.12646130043094247,0.19553513981900913,0.10093247891772543,0.14575076448840543,-0.13379840000909776,0,1,0,0
19,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,0.007266378376077604,0.054372542310242446,-0.035246974409176464,0.0031689232355608422,0.0098291025330072,0,0,1,0
20,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.08776787633625881,0.09986236907393543,-0.012215138428186821,-0.01338757791327842,-0.1795076786102736,0,0,0,1
20,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.1562243830746986,0.17778004527526078,0.049467159652648626,0.07095434782366153,-0.05489835560315433,0,1,0,0
20,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.2194353946595994,0.14373704145245328,0.1317531165036543,0.0328240161579002,-0.004636941469704789,1,0,0,0
20,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.16274962910525592,0.1638621312834034,0.07171861166268377,0.0648007285221657,-0.19943705877138956,0,0,1,0
21,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,0.20818334963983975,0.1777970542507542,0.11399825606400087,0.1497745785224831,0.08605768834825071,0,0,1,0
21,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,0.10325747629041297,0.12692748376720206,0.006291493349906433,0.035222073820516495,-0.09144651722579508,0,0,0,1
21,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,0.23166634235563427,0.19028614671240612,0.13976792496512597,0.12336077717003005,0.08015699964472314,1,0,0,0
21,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,0.15556451211767844,0.1904413194821827,0.06937902796908996,0.11107742428475734,-0.012018772642431917,0,1,0,0
22,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.19008374057160565,0.20347360955053093,0.1258003973668241,0.2593448258910947,0.08385956683925722,0,0,1,0
22,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.17415445541067048,0.19383546117955336,0.13655793159129662,0.18962928846584615,-0.035377285577985966,1,0,0,0
22,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.10218218260271625,0.1553177576026832,0.005864643699412089,0.07760842230087431,-0.1771455373133911,0,0,0,1
22,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.1318744047420767,0.19861019554019976,0.06233756076305228,0.1350178469691773,-0.23267887699088627,0,1,0,0
23,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.08771308833227828,0.13880466951654324,0.009704675177973517,0.07481597129256577,0.06054157751780458,0,0,0,1
23,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.19764905559611903,0.20257448647878762,0.11689884788920757,0.16732693525260853,-0.11851176352312179,0,0,1,0
23,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.17295828809292435,0.1926681541718724,0.1131415997497338,0.15236496407590971,-0.2376010777098142,1,0,0,0
23,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.12361171967394156,0.1789283960386731,0.05218768144016154,0.1240567452697952,-0.11891275020189537,0,1,0,0
24,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.3984010898462412,-0.9172113015054532,-2.4492935982947064e-16,1.0,0.18766667454689895,0.1367111979167377,0.1977092183926254,0.058177193384795746,0.8510267397426813,0,1,0,0
24,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.3984010898462412,-0.9172113015054532,-2.4492935982947064e-16,1.0,0.09679674060740978,0.19955175933833078,0.21177554420979253,0.21173964740456244,0.11185176945625044,0,0,1,0
24,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.3984010898462412,-0.9172113015054532,-2.4492935982947064e-16,1.0,-0.04268130415312568,0.06966669667326539,-0.05192655175282175,0.052181792213108175,0.0363200412768805,0,0,0,1
24,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.3984010898462412,-0.9172113015054532,-2.4492935982947064e-16,1.0,-0.010271506083955832,0.0982194483099329,0.021476946104982683,0.1159062331742091,-0.049036583522959136,1,0,0,0
25,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,0.1642497152851187,0.18906268413805868,0.17498583007863652,0.0798641822756347,-0.19876524397495038,0,0,1,0
25,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,0.20503681321935502,0.19344336085913394,0.17779795489871875,0.11984825359511125,0.09738245009266389,0,1,0,0
25,-0.8660254037844386,0.5000000000000001,-0.22192151300416674,0.9750645322571945,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,-0.01494854569934917,0.06955141431936523,-0.06287971214185112,0.0016273546225466444,-0.10739241994842744,0,0,0,1
